Transaction_ID,Customer_ID,Customer_Age,Gender,Country,Product_Category,Product_Price($),Quantity_Purchased,Total_Sale_Amount($),Discount_Applied(%),Final_Sale_Amount($),Payment_Method,Order_Placed_Date,Shipping_Duration(Days),Delivery_Status,Customer_Rating(Out_of_5),Refund_Requested,Loyalty_Member,Profit_Margin(%),Customer_Segment
T10360,C5360,41,Female,India,Electronics,68.11,8,544.88,10,490.39,PayPal,2023-04-01,3,In Transit,3,Yes,No,26.7,Regular
T10361,C5361,49,Female,UK,Electronics,401.1,8,3208.8,0,3208.8,PayPal,2024-08-06,3,Cancelled,2,No,No,14.3,Occasional
T10362,C5362,64,Male,USA,Sports,432.19,5,2160.95,15,1836.81,PayPal,2024-09-11,1,Cancelled,3,Yes,No,6.8,Regular
T10363,C5363,39,Male,Australia,Sports,79.59,8,636.72,5,604.88,Debit Card,2023-07-06,5,Delivered,3,Yes,No,27.4,Regular
T10364,C5364,40,Male,India,Sports,426.54,6,2559.24,0,2559.24,Credit Card,2023-12-21,4,Returned,5,Yes,Yes,27.2,Premium
T10365,C5365,19,Female,India,Books,495.77,5,2478.85,20,1983.08,Credit Card,2024-10-30,2,In Transit,4,Yes,Yes,26.4,Premium
T10366,C5366,44,Female,UK,Sports,364.79,9,3283.11,5,3118.95,Credit Card,2023-09-03,9,Returned,5,Yes,No,26.1,Regular
T10367,C5367,59,Non-Binary,Australia,Electronics,393.46,7,2754.22,10,2478.8,Debit Card,2023-04-02,3,Delivered,2,Yes,Yes,17.0,Regular
T10368,C5368,19,Male,India,Sports,497.24,8,3977.92,5,3779.02,Credit Card,2024-07-14,8,Delivered,2,Yes,Yes,9.4,Regular
T10369,C5369,43,Female,USA,Clothing,304.71,1,304.71,5,289.47,Debit Card,2023-11-28,6,In Transit,5,Yes,No,16.9,Regular
T10370,C5370,34,Female,UK,Sports,157.4,2,314.8,10,283.32,Debit Card,2023-07-08,14,Returned,4,No,Yes,17.4,Premium
T10371,C5371,57,Male,Australia,Books,419.58,8,3356.64,10,3020.98,Debit Card,2023-11-24,13,Delivered,5,No,Yes,17.2,Premium
T10372,C5372,50,Non-Binary,UK,Clothing,309.17,9,2782.53,5,2643.4,Credit Card,2023-01-09,5,Cancelled,2,No,Yes,18.5,Regular
T10373,C5373,26,Male,USA,Electronics,292.69,4,1170.76,10,1053.68,Bank Transfer,2024-06-14,1,Cancelled,4,Yes,Yes,11.4,Premium
T10374,C5374,60,Non-Binary,Australia,Electronics,130.55,9,1174.95,0,1174.95,Credit Card,2024-08-26,4,Cancelled,2,Yes,No,14.2,Occasional
T10375,C5375,56,Female,UK,Home & Kitchen,379.39,4,1517.56,10,1365.8,Credit Card,2023-03-30,3,Returned,4,Yes,No,15.9,Regular
T10376,C5376,46,Non-Binary,Germany,Clothing,45.43,9,408.87,10,367.98,PayPal,2023-09-04,1,Cancelled,4,No,Yes,8.3,Premium
T10377,C5377,59,Female,USA,Home & Kitchen,462.52,7,3237.64,5,3075.76,Debit Card,2024-01-23,12,Cancelled,5,Yes,No,16.4,Regular
T10378,C5378,43,Male,USA,Clothing,166.28,2,332.56,0,332.56,Bank Transfer,2024-03-15,5,Delivered,5,Yes,No,25.3,Regular
T10379,C5379,52,Male,USA,Clothing,68.25,9,614.25,15,522.11,PayPal,2024-07-13,6,Delivered,5,Yes,No,25.7,Regular
T10380,C5380,42,Male,Germany,Books,223.97,4,895.88,15,761.5,Bank Transfer,2024-01-04,2,Cancelled,4,No,Yes,15.3,Premium
T10381,C5381,41,Non-Binary,Germany,Home & Kitchen,26.02,8,208.16,20,166.53,Bank Transfer,2024-01-03,14,Cancelled,4,No,Yes,18.0,Premium
T10382,C5382,30,Female,India,Books,343.89,7,2407.23,10,2166.51,Debit Card,2023-02-22,3,Delivered,2,Yes,No,5.8,Occasional
T10383,C5383,24,Male,UK,Clothing,451.84,7,3162.88,10,2846.59,Credit Card,2023-05-27,11,In Transit,3,No,No,21.9,Regular
T10384,C5384,53,Male,India,Electronics,419.45,8,3355.6,0,3355.6,Debit Card,2023-05-30,14,Returned,5,Yes,Yes,15.1,Premium
T10385,C5385,62,Female,UK,Clothing,68.05,1,68.05,15,57.84,Debit Card,2024-12-18,6,Returned,2,Yes,No,16.1,Occasional
T10386,C5386,37,Male,Germany,Books,67.5,5,337.5,20,270.0,PayPal,2023-04-19,4,Delivered,2,No,Yes,26.8,Regular
T10387,C5387,18,Female,Germany,Home & Kitchen,407.65,2,815.3,0,815.3,Debit Card,2024-10-28,9,Returned,1,No,No,16.5,Occasional
T10388,C5388,25,Female,India,Home & Kitchen,462.51,2,925.02,10,832.52,Credit Card,2023-06-05,5,Delivered,5,No,Yes,5.5,Premium
T10389,C5389,63,Female,Australia,Books,233.03,1,233.03,15,198.08,Bank Transfer,2024-10-04,4,Delivered,2,No,Yes,10.7,Regular
T10390,C5390,33,Female,India,Home & Kitchen,251.99,5,1259.95,20,1007.96,Debit Card,2023-12-24,2,Delivered,1,Yes,Yes,16.9,Regular
T10391,C5391,31,Female,UK,Sports,162.54,2,325.08,5,308.83,Bank Transfer,2024-01-16,6,Delivered,5,Yes,Yes,15.6,Premium
T10392,C5392,29,Non-Binary,India,Electronics,447.66,4,1790.64,15,1522.04,Debit Card,2024-05-30,10,In Transit,4,No,No,26.5,Regular
T10393,C5393,40,Male,USA,Electronics,324.23,3,972.69,20,778.15,Bank Transfer,2023-01-12,2,Cancelled,1,No,Yes,18.6,Regular
T10394,C5394,32,Non-Binary,UK,Electronics,147.68,3,443.04,0,443.04,Debit Card,2023-06-19,12,Cancelled,4,Yes,No,22.2,Regular
T10395,C5395,45,Male,UK,Home & Kitchen,152.9,2,305.8,5,290.51,PayPal,2024-10-26,13,In Transit,3,Yes,Yes,16.7,Regular
T10396,C5396,51,Non-Binary,Australia,Home & Kitchen,446.14,6,2676.84,20,2141.47,Bank Transfer,2023-04-16,7,Returned,3,Yes,Yes,16.0,Regular
T10397,C5397,19,Female,Germany,Clothing,11.75,2,23.5,20,18.8,Debit Card,2024-02-09,3,Returned,3,Yes,No,16.2,Regular
T10398,C5398,49,Male,UK,Clothing,164.75,8,1318.0,10,1186.2,Debit Card,2023-11-08,9,Cancelled,3,No,No,15.3,Regular
T10399,C5399,40,Male,Germany,Electronics,279.41,8,2235.28,15,1899.99,PayPal,2024-07-12,11,Returned,2,No,No,18.5,Occasional
T10400,C5400,39,Non-Binary,India,Sports,78.37,5,391.85,10,352.66,PayPal,2024-05-11,5,Cancelled,3,No,Yes,11.3,Regular
T10401,C5401,42,Non-Binary,USA,Clothing,50.59,7,354.13,5,336.42,PayPal,2024-10-03,8,Cancelled,2,Yes,Yes,27.3,Regular
T10402,C5402,39,Male,Australia,Clothing,408.56,4,1634.24,20,1307.39,Bank Transfer,2023-12-22,11,In Transit,2,Yes,No,13.3,Occasional
T10403,C5403,39,Non-Binary,Germany,Home & Kitchen,447.73,1,447.73,10,402.96,Bank Transfer,2024-09-30,6,Returned,5,No,Yes,8.7,Premium
T10404,C5404,59,Non-Binary,UK,Sports,412.69,2,825.38,15,701.57,PayPal,2023-09-18,14,In Transit,2,No,No,7.4,Occasional
T10405,C5405,23,Non-Binary,Germany,Electronics,449.9,4,1799.6,5,1709.62,Credit Card,2023-05-12,12,Cancelled,2,No,Yes,5.3,Regular
T10406,C5406,32,Female,UK,Clothing,278.79,1,278.79,0,278.79,Credit Card,2023-05-02,10,Cancelled,3,Yes,Yes,15.6,Regular
T10407,C5407,60,Female,Germany,Sports,407.07,8,3256.56,10,2930.9,Debit Card,2023-10-22,8,Cancelled,2,No,Yes,9.7,Regular
T10408,C5408,54,Non-Binary,UK,Sports,195.1,9,1755.9,5,1668.1,Credit Card,2023-01-11,13,Delivered,4,Yes,No,5.5,Regular
T10409,C5409,50,Non-Binary,India,Electronics,334.8,4,1339.2,0,1339.2,Debit Card,2023-06-06,13,Delivered,3,No,Yes,18.0,Regular
T10410,C5410,25,Female,UK,Sports,494.47,3,1483.41,10,1335.07,Bank Transfer,2024-01-27,11,Delivered,1,No,No,22.0,Occasional
T10411,C5411,61,Female,UK,Sports,116.74,2,233.48,5,221.81,Bank Transfer,2023-06-25,12,In Transit,3,No,No,7.1,Regular
T10412,C5412,61,Male,USA,Sports,198.0,5,990.0,5,940.5,Credit Card,2023-08-23,3,Cancelled,2,Yes,Yes,16.5,Regular
T10413,C5413,22,Male,UK,Clothing,242.62,3,727.86,10,655.07,Bank Transfer,2023-07-26,3,Returned,4,Yes,No,23.6,Regular
T10414,C5414,56,Female,USA,Electronics,73.32,7,513.24,5,487.58,PayPal,2023-02-23,5,In Transit,3,Yes,No,29.6,Regular
T10415,C5415,21,Non-Binary,Australia,Sports,45.11,6,270.66,20,216.53,PayPal,2023-03-17,11,In Transit,4,Yes,Yes,21.7,Premium
T10416,C5416,23,Non-Binary,USA,Sports,415.71,1,415.71,10,374.14,Credit Card,2023-04-12,10,In Transit,1,Yes,No,11.1,Occasional
T10417,C5417,62,Non-Binary,India,Clothing,488.51,8,3908.08,5,3712.68,Credit Card,2024-07-27,3,Returned,1,Yes,No,22.9,Occasional
T10418,C5418,49,Non-Binary,USA,Electronics,205.34,2,410.68,0,410.68,Debit Card,2023-06-27,8,Cancelled,5,No,Yes,19.9,Premium
T10419,C5419,47,Male,Australia,Home & Kitchen,48.39,5,241.95,0,241.95,Bank Transfer,2023-11-10,10,Delivered,5,Yes,Yes,10.3,Premium
T10420,C5420,64,Female,India,Clothing,37.58,9,338.22,20,270.58,Debit Card,2023-01-03,13,Cancelled,3,No,Yes,26.3,Regular
T10421,C5421,52,Non-Binary,Germany,Electronics,446.2,8,3569.6,10,3212.64,Debit Card,2023-07-09,12,Cancelled,5,Yes,No,15.7,Regular
T10422,C5422,57,Male,Germany,Sports,234.59,2,469.18,5,445.72,PayPal,2023-01-22,14,In Transit,4,No,No,29.0,Regular
T10423,C5423,33,Non-Binary,USA,Electronics,163.41,9,1470.69,5,1397.16,PayPal,2024-07-20,8,In Transit,5,No,Yes,23.1,Premium
T10424,C5424,30,Female,USA,Electronics,240.85,5,1204.25,0,1204.25,PayPal,2023-11-09,2,In Transit,4,Yes,No,21.1,Regular
T10425,C5425,59,Male,Australia,Electronics,162.56,6,975.36,20,780.29,PayPal,2023-12-18,12,Delivered,5,No,Yes,23.2,Premium
T10426,C5426,47,Female,Australia,Home & Kitchen,247.07,3,741.21,0,741.21,Debit Card,2024-04-23,4,Delivered,5,Yes,Yes,17.0,Premium
T10427,C5427,36,Female,UK,Electronics,430.48,3,1291.44,0,1291.44,PayPal,2023-01-11,10,Delivered,5,Yes,Yes,17.6,Premium
T10428,C5428,34,Male,Australia,Home & Kitchen,298.19,8,2385.52,20,1908.42,Bank Transfer,2024-08-02,13,Cancelled,2,Yes,No,26.3,Occasional
T10429,C5429,36,Male,UK,Sports,348.85,2,697.7,10,627.93,PayPal,2024-06-03,1,In Transit,2,Yes,No,22.0,Occasional
T10430,C5430,45,Male,India,Home & Kitchen,185.51,2,371.02,5,352.47,PayPal,2023-09-13,4,Returned,5,No,Yes,27.4,Premium
T10431,C5431,43,Male,USA,Sports,370.56,5,1852.8,10,1667.52,PayPal,2023-09-13,12,Cancelled,4,Yes,Yes,27.3,Premium
T10432,C5432,54,Male,India,Sports,334.98,6,2009.88,15,1708.4,Credit Card,2024-12-12,13,Delivered,3,No,No,29.4,Regular
T10433,C5433,43,Male,Australia,Home & Kitchen,64.18,2,128.36,15,109.11,Bank Transfer,2023-12-13,13,Returned,1,No,Yes,22.5,Regular
T10434,C5434,40,Male,India,Clothing,288.46,5,1442.3,15,1225.96,Bank Transfer,2023-03-29,11,Returned,2,No,No,17.6,Occasional
T10435,C5435,26,Non-Binary,India,Books,132.09,7,924.63,20,739.7,Debit Card,2023-10-04,13,In Transit,5,Yes,Yes,9.2,Premium
T10436,C5436,29,Female,India,Electronics,403.03,8,3224.24,0,3224.24,Debit Card,2024-04-21,4,Returned,1,No,Yes,22.6,Regular
T10437,C5437,18,Male,Australia,Books,215.84,7,1510.88,10,1359.79,PayPal,2024-12-29,10,Delivered,2,Yes,No,12.3,Occasional
T10438,C5438,18,Non-Binary,India,Electronics,497.37,8,3978.96,5,3780.01,Credit Card,2024-08-20,9,In Transit,3,No,No,12.1,Regular
T10439,C5439,64,Non-Binary,UK,Electronics,50.79,9,457.11,15,388.54,Debit Card,2023-03-23,3,Returned,4,Yes,No,11.0,Regular
T10440,C5440,51,Non-Binary,Australia,Sports,391.27,5,1956.35,10,1760.72,Debit Card,2024-08-17,2,In Transit,5,Yes,No,26.9,Regular
T10441,C5441,49,Female,India,Electronics,338.48,5,1692.4,15,1438.54,PayPal,2024-04-14,9,Returned,3,Yes,No,26.7,Regular
T10442,C5442,42,Male,Australia,Electronics,384.91,4,1539.64,15,1308.69,PayPal,2023-07-17,9,Cancelled,2,Yes,Yes,20.8,Regular
T10443,C5443,57,Non-Binary,Germany,Home & Kitchen,157.23,9,1415.07,5,1344.32,Debit Card,2024-03-08,1,Cancelled,5,No,Yes,16.8,Premium
T10444,C5444,62,Female,UK,Books,248.57,5,1242.85,20,994.28,Debit Card,2024-05-26,6,Delivered,1,No,No,21.8,Occasional
T10445,C5445,18,Female,India,Home & Kitchen,399.27,2,798.54,0,798.54,Bank Transfer,2023-12-29,10,Cancelled,4,Yes,No,20.2,Regular
T10446,C5446,33,Female,Germany,Electronics,120.11,8,960.88,20,768.7,Credit Card,2024-04-26,8,Cancelled,2,No,Yes,15.4,Regular
T10447,C5447,56,Non-Binary,Germany,Sports,116.89,7,818.23,10,736.41,Bank Transfer,2023-01-07,3,Cancelled,4,Yes,Yes,14.5,Premium
T10448,C5448,22,Male,Australia,Home & Kitchen,277.77,8,2222.16,20,1777.73,Debit Card,2024-05-17,11,Returned,5,Yes,No,14.6,Regular
T10449,C5449,39,Non-Binary,Germany,Home & Kitchen,264.16,3,792.48,10,713.23,Bank Transfer,2024-01-08,9,Returned,3,No,No,19.7,Regular
T10450,C5450,46,Non-Binary,UK,Clothing,144.72,4,578.88,10,520.99,Bank Transfer,2023-04-22,2,In Transit,4,Yes,Yes,21.2,Premium
T10451,C5451,20,Male,UK,Electronics,152.55,5,762.75,0,762.75,Debit Card,2024-09-16,6,Returned,1,Yes,No,16.3,Occasional
T10452,C5452,29,Male,USA,Sports,142.53,6,855.18,5,812.42,PayPal,2024-10-14,1,Cancelled,2,Yes,Yes,29.2,Regular
T10453,C5453,43,Male,UK,Home & Kitchen,386.9,1,386.9,0,386.9,Debit Card,2024-03-05,13,Returned,1,Yes,Yes,7.1,Regular
T10454,C5454,33,Female,Germany,Home & Kitchen,327.69,4,1310.76,20,1048.61,PayPal,2024-08-09,7,Delivered,4,Yes,No,13.7,Regular
T10455,C5455,54,Male,UK,Sports,417.05,5,2085.25,10,1876.72,Debit Card,2023-05-18,3,In Transit,3,No,Yes,15.5,Regular
T10456,C5456,39,Non-Binary,Australia,Electronics,487.86,7,3415.02,15,2902.77,Debit Card,2023-11-10,7,In Transit,3,No,Yes,5.4,Regular
T10457,C5457,46,Male,USA,Clothing,239.71,5,1198.55,15,1018.77,Debit Card,2023-02-05,4,Returned,1,No,Yes,14.1,Regular
T10458,C5458,31,Non-Binary,Germany,Home & Kitchen,38.01,1,38.01,10,34.21,Credit Card,2024-08-27,9,Cancelled,5,Yes,No,11.8,Regular
T10459,C5459,45,Female,USA,Clothing,28.81,7,201.67,0,201.67,PayPal,2024-01-31,5,In Transit,5,Yes,Yes,17.7,Premium
T10460,C5460,22,Non-Binary,Germany,Books,151.35,8,1210.8,5,1150.26,Credit Card,2024-04-08,3,Delivered,3,Yes,No,13.4,Regular
T10461,C5461,64,Non-Binary,Australia,Electronics,466.61,7,3266.27,0,3266.27,Debit Card,2023-07-12,8,Delivered,1,Yes,Yes,23.2,Regular
T10462,C5462,47,Male,USA,Books,263.99,4,1055.96,10,950.36,Bank Transfer,2024-01-11,6,In Transit,1,Yes,Yes,17.7,Regular
T10463,C5463,63,Male,India,Books,139.53,8,1116.24,10,1004.62,Credit Card,2023-01-07,2,Cancelled,1,Yes,Yes,8.2,Regular
T10464,C5464,22,Non-Binary,Germany,Books,202.59,5,1012.95,5,962.3,PayPal,2023-08-02,3,Cancelled,4,No,Yes,23.8,Premium
T10465,C5465,29,Male,India,Electronics,301.3,9,2711.7,20,2169.36,Debit Card,2024-03-24,8,Returned,5,Yes,Yes,7.5,Premium
T10466,C5466,33,Female,USA,Electronics,328.21,5,1641.05,20,1312.84,Credit Card,2023-03-25,10,Returned,5,No,No,26.0,Regular
T10467,C5467,43,Female,India,Sports,81.19,1,81.19,5,77.13,Bank Transfer,2024-07-17,7,In Transit,4,Yes,No,28.3,Regular
T10468,C5468,43,Male,India,Clothing,488.63,9,4397.67,20,3518.14,Credit Card,2023-12-26,10,Returned,2,No,Yes,13.1,Regular
T10469,C5469,38,Female,USA,Clothing,274.66,5,1373.3,15,1167.3,PayPal,2024-11-03,6,Returned,4,Yes,No,28.2,Regular
T10470,C5470,56,Male,Australia,Sports,72.17,6,433.02,20,346.42,Credit Card,2024-04-22,14,Returned,1,No,No,24.8,Occasional
T10471,C5471,53,Non-Binary,India,Sports,447.35,4,1789.4,20,1431.52,Bank Transfer,2023-01-13,1,Delivered,4,No,Yes,28.1,Premium
T10472,C5472,50,Non-Binary,India,Books,41.95,6,251.7,20,201.36,Bank Transfer,2023-01-17,9,Returned,1,Yes,No,21.7,Occasional
T10473,C5473,47,Female,Australia,Sports,454.33,8,3634.64,15,3089.44,PayPal,2024-03-06,3,In Transit,3,Yes,No,10.9,Regular
T10474,C5474,54,Male,India,Home & Kitchen,498.3,3,1494.9,20,1195.92,Bank Transfer,2024-12-28,14,Cancelled,1,No,No,27.4,Occasional
T10475,C5475,40,Male,India,Clothing,351.71,5,1758.55,15,1494.77,Debit Card,2024-06-25,5,Returned,5,Yes,No,9.6,Regular
T10476,C5476,27,Female,India,Sports,386.37,2,772.74,5,734.1,Bank Transfer,2023-12-18,7,Cancelled,4,Yes,Yes,10.3,Premium
T10477,C5477,22,Non-Binary,UK,Home & Kitchen,171.96,2,343.92,0,343.92,Debit Card,2024-05-19,7,Returned,1,Yes,No,11.8,Occasional
T10478,C5478,53,Female,Australia,Home & Kitchen,471.08,7,3297.56,5,3132.68,Credit Card,2023-08-27,3,In Transit,2,No,Yes,12.6,Regular
T10479,C5479,51,Non-Binary,India,Home & Kitchen,267.21,6,1603.26,0,1603.26,Debit Card,2023-03-12,4,Delivered,3,Yes,Yes,17.9,Regular
T10480,C5480,48,Male,Australia,Home & Kitchen,367.53,4,1470.12,5,1396.61,Debit Card,2024-12-19,10,In Transit,2,No,No,22.8,Occasional
T10481,C5481,27,Non-Binary,Germany,Books,462.43,5,2312.15,0,2312.15,Credit Card,2023-09-13,7,Delivered,2,No,Yes,28.2,Regular
T10482,C5482,36,Female,Germany,Home & Kitchen,487.71,1,487.71,0,487.71,Bank Transfer,2024-03-29,8,Returned,2,Yes,No,7.2,Occasional
T10483,C5483,49,Male,India,Books,417.44,7,2922.08,10,2629.87,Debit Card,2023-07-18,2,Returned,3,No,Yes,28.9,Regular
T10484,C5484,18,Female,Australia,Books,154.99,8,1239.92,0,1239.92,Bank Transfer,2024-11-12,9,Delivered,3,Yes,No,28.0,Regular
T10485,C5485,22,Female,Australia,Home & Kitchen,483.44,9,4350.96,0,4350.96,Credit Card,2024-08-20,7,In Transit,3,Yes,No,6.3,Regular
T10486,C5486,62,Non-Binary,Australia,Clothing,315.92,8,2527.36,10,2274.62,PayPal,2023-07-17,13,In Transit,3,No,Yes,14.0,Regular
T10487,C5487,21,Female,UK,Home & Kitchen,465.67,5,2328.35,20,1862.68,Bank Transfer,2023-06-03,8,Delivered,2,No,No,25.3,Occasional
T10488,C5488,33,Non-Binary,Germany,Home & Kitchen,339.67,3,1019.01,20,815.21,Bank Transfer,2023-05-13,6,Returned,5,No,No,20.3,Regular
T10489,C5489,41,Male,Australia,Home & Kitchen,157.08,9,1413.72,10,1272.35,PayPal,2023-03-11,6,Delivered,5,No,No,24.5,Regular
T10490,C5490,33,Non-Binary,Australia,Clothing,188.16,6,1128.96,15,959.62,PayPal,2024-04-04,9,Returned,3,No,No,23.0,Regular
T10491,C5491,19,Male,UK,Electronics,277.48,5,1387.4,0,1387.4,Credit Card,2023-10-10,4,Delivered,4,Yes,Yes,17.4,Premium
T10492,C5492,45,Non-Binary,UK,Electronics,396.06,3,1188.18,0,1188.18,Bank Transfer,2023-12-14,11,Returned,1,No,Yes,6.0,Regular
T10493,C5493,49,Female,Australia,Books,162.4,6,974.4,10,876.96,Bank Transfer,2024-04-13,11,Delivered,4,Yes,Yes,19.6,Premium
T10494,C5494,44,Non-Binary,USA,Books,291.97,3,875.91,10,788.32,Credit Card,2024-09-15,5,Cancelled,4,Yes,No,6.2,Regular
T10495,C5495,37,Non-Binary,Australia,Clothing,176.08,6,1056.48,15,898.01,Bank Transfer,2024-04-24,9,Returned,4,No,Yes,20.1,Premium
T10496,C5496,41,Male,Australia,Sports,408.81,4,1635.24,20,1308.19,Debit Card,2023-03-23,1,In Transit,5,No,No,25.0,Regular
T10497,C5497,29,Female,UK,Electronics,236.03,2,472.06,5,448.46,Debit Card,2023-09-09,4,Delivered,1,No,No,19.6,Occasional
T10498,C5498,52,Non-Binary,UK,Books,42.98,8,343.84,20,275.07,Debit Card,2024-02-28,7,In Transit,4,No,No,29.9,Regular
T10499,C5499,50,Female,Australia,Electronics,87.2,4,348.8,0,348.8,Bank Transfer,2023-03-25,11,Delivered,3,No,Yes,16.4,Regular
T10500,C5500,50,Non-Binary,Australia,Clothing,35.25,9,317.25,10,285.53,Debit Card,2024-02-04,9,In Transit,5,Yes,Yes,23.7,Premium
T10501,C5501,60,Non-Binary,Australia,Clothing,252.15,7,1765.05,15,1500.29,Debit Card,2023-02-19,14,In Transit,3,Yes,Yes,21.7,Regular
T10502,C5502,54,Female,UK,Sports,57.64,2,115.28,20,92.22,Credit Card,2023-07-01,13,Delivered,3,Yes,Yes,29.8,Regular
T10503,C5503,29,Non-Binary,Australia,Sports,61.5,4,246.0,15,209.1,Credit Card,2023-05-04,11,Delivered,4,No,No,22.8,Regular
T10504,C5504,20,Female,Australia,Clothing,470.82,5,2354.1,20,1883.28,PayPal,2024-11-29,12,In Transit,3,No,Yes,9.1,Regular
T10505,C5505,18,Non-Binary,India,Books,436.96,3,1310.88,0,1310.88,PayPal,2023-05-11,13,In Transit,1,Yes,Yes,28.9,Regular
T10506,C5506,50,Male,USA,Electronics,228.78,9,2059.02,5,1956.07,PayPal,2024-05-26,10,In Transit,3,No,Yes,21.7,Regular
T10507,C5507,57,Female,Germany,Home & Kitchen,492.97,5,2464.85,15,2095.12,PayPal,2023-12-01,6,Returned,4,No,Yes,6.5,Premium
T10508,C5508,27,Non-Binary,USA,Sports,5.09,2,10.18,15,8.65,Credit Card,2023-10-19,12,Returned,3,No,No,21.4,Regular
T10509,C5509,60,Non-Binary,India,Home & Kitchen,308.92,3,926.76,5,880.42,Credit Card,2024-06-15,8,Cancelled,5,Yes,Yes,27.1,Premium
T10510,C5510,61,Male,Germany,Books,310.13,9,2791.17,15,2372.49,Credit Card,2024-02-01,13,Returned,5,No,Yes,19.4,Premium
T10511,C5511,46,Female,Australia,Sports,231.43,7,1620.01,15,1377.01,Debit Card,2024-04-18,9,Returned,5,Yes,Yes,13.9,Premium
T10512,C5512,30,Non-Binary,India,Home & Kitchen,201.49,2,402.98,20,322.38,Debit Card,2024-04-21,10,Delivered,2,No,No,25.5,Occasional
T10513,C5513,29,Male,Australia,Books,230.41,9,2073.69,20,1658.95,PayPal,2023-04-09,4,Cancelled,5,No,Yes,24.6,Premium
T10514,C5514,48,Non-Binary,UK,Electronics,210.41,4,841.64,5,799.56,Debit Card,2023-06-08,1,Cancelled,5,Yes,Yes,18.6,Premium
T10515,C5515,63,Female,India,Books,366.59,9,3299.31,0,3299.31,Bank Transfer,2023-11-13,14,Returned,2,No,Yes,8.9,Regular
T10516,C5516,19,Non-Binary,UK,Sports,72.0,2,144.0,15,122.4,Credit Card,2023-10-26,8,Delivered,5,No,No,11.3,Regular
T10517,C5517,52,Non-Binary,India,Clothing,102.83,4,411.32,0,411.32,PayPal,2024-11-18,2,Delivered,4,No,No,23.5,Regular
T10518,C5518,40,Non-Binary,India,Electronics,94.36,5,471.8,5,448.21,PayPal,2023-02-08,11,Cancelled,5,Yes,Yes,25.2,Premium
T10519,C5519,34,Non-Binary,UK,Home & Kitchen,134.92,2,269.84,5,256.35,Bank Transfer,2023-07-28,1,Delivered,5,No,Yes,12.0,Premium
T10520,C5520,43,Male,Germany,Sports,265.0,1,265.0,20,212.0,Debit Card,2023-05-09,13,In Transit,2,No,No,14.2,Occasional
T10521,C5521,25,Male,USA,Clothing,60.05,7,420.35,15,357.3,PayPal,2023-08-10,7,Returned,4,No,No,6.9,Regular
T10522,C5522,46,Female,Australia,Books,434.74,1,434.74,10,391.27,Debit Card,2024-04-22,12,In Transit,3,No,No,22.8,Regular
T10523,C5523,43,Male,India,Clothing,152.19,8,1217.52,5,1156.64,Debit Card,2023-08-11,10,Cancelled,1,No,No,5.1,Occasional
T10524,C5524,27,Male,Australia,Sports,85.46,3,256.38,15,217.92,Bank Transfer,2023-12-26,9,Cancelled,4,Yes,No,6.2,Regular
T10525,C5525,43,Female,UK,Sports,339.43,6,2036.58,0,2036.58,PayPal,2024-05-21,11,Delivered,3,Yes,Yes,5.1,Regular
T10526,C5526,51,Male,Australia,Clothing,23.85,7,166.95,20,133.56,Debit Card,2023-04-01,12,Delivered,4,No,Yes,21.1,Premium
T10527,C5527,58,Male,UK,Books,311.88,1,311.88,0,311.88,Debit Card,2023-01-13,12,Cancelled,3,No,Yes,15.4,Regular
T10528,C5528,24,Female,Australia,Clothing,350.61,6,2103.66,5,1998.48,Bank Transfer,2024-03-22,9,Cancelled,3,Yes,Yes,12.4,Regular
T10529,C5529,21,Female,USA,Sports,111.38,7,779.66,5,740.68,Bank Transfer,2023-11-17,3,In Transit,4,No,No,27.8,Regular
T10530,C5530,62,Female,USA,Sports,25.77,6,154.62,0,154.62,Debit Card,2023-12-17,6,In Transit,2,No,No,9.8,Occasional
T10531,C5531,28,Non-Binary,USA,Home & Kitchen,185.0,4,740.0,5,703.0,Bank Transfer,2024-11-24,7,Delivered,4,No,No,14.7,Regular
T10532,C5532,46,Non-Binary,USA,Home & Kitchen,53.8,1,53.8,15,45.73,Debit Card,2023-09-01,14,In Transit,4,No,No,28.5,Regular
T10533,C5533,53,Female,USA,Electronics,62.66,9,563.94,5,535.74,PayPal,2024-11-01,10,Delivered,3,No,No,15.7,Regular
T10534,C5534,42,Female,USA,Sports,130.86,4,523.44,20,418.75,Credit Card,2024-08-18,9,Delivered,1,No,Yes,18.9,Regular
T10535,C5535,38,Female,UK,Home & Kitchen,151.26,7,1058.82,15,900.0,Bank Transfer,2023-05-24,2,Returned,3,No,Yes,7.0,Regular
T10536,C5536,53,Non-Binary,India,Clothing,267.34,7,1871.38,10,1684.24,Credit Card,2024-02-21,8,Delivered,5,No,Yes,24.8,Premium
T10537,C5537,27,Non-Binary,Australia,Books,340.8,2,681.6,5,647.52,Debit Card,2023-08-21,14,In Transit,4,Yes,Yes,15.6,Premium
T10538,C5538,54,Male,USA,Clothing,298.42,1,298.42,5,283.5,Debit Card,2023-03-18,7,Cancelled,4,Yes,Yes,25.0,Premium
T10539,C5539,26,Male,UK,Books,78.44,8,627.52,20,502.02,Debit Card,2024-09-08,4,Cancelled,2,No,No,11.3,Occasional
T10540,C5540,41,Female,UK,Home & Kitchen,90.18,8,721.44,20,577.15,Credit Card,2024-08-06,2,In Transit,3,No,No,15.6,Regular
